transaction_reference_id,debit_credit_indicator,account_id,transaction_amount,transaction_currency,transaction_date
59ef4e77614e4eef31e91701f6ea122f,DEBIT,25173,4824.24,GBP,2022-12-27
bcf6c5601e276841035b49debe9343b5,DEBIT,20537,1641.69,GBP,2024-02-27
7704bb4803240315337c6d08348b64cb,DEBIT,27412,4879.23,GBP,2023-04-20
823b436999a49507ebbf504ec95835d2,CREDIT,22417,5046.79,GBP,2022-12-06
2af17737da47f9d3542e714b056f726e,DEBIT,21739,7448.19,GBP,2023-10-07
7b6be61b64fcc3e2ad54f067aad0b35a,CREDIT,26416,7317.31,GBP,2023-07-12
6f98cb622ef2a0b984ac1d32d8a13445,DEBIT,29045,3544.23,GBP,2023-06-11
70e136644b78336ac56e6d2d51922fb9,DEBIT,22705,9581.98,GBP,2023-12-04
7a7df86a57cf8023b50ac2c2fbe9a3bf,DEBIT,20936,547.4,GBP,2023-07-23
b216cb6efe9e03f30c61077a9e5af600,CREDIT,28505,8099.36,GBP,2024-11-23
ba2532d33ed0bdb80d52c0bafcde700a,DEBIT,20246,5786.54,GBP,2024-01-23
af118abed102a0c7958789b8fbdce486,CREDIT,24495,4477.04,GBP,2023-05-01
feafb1761155b204373dec7113577216,DEBIT,22468,1856.99,GBP,2024-03-08
d5364ac7e2987d9599df294583fea706,DEBIT,27141,3700.41,GBP,2022-12-21
708890d571fba54ae3251b2a32e1de02,DEBIT,21759,9009.35,GBP,2023-12-15
9ea70dc2111572fe6d5960824a2fcc06,DEBIT,24408,8937.53,GBP,2023-06-26
a9f61e9a4745de0f01dd1317b8e9f7c0,DEBIT,27217,7464.81,GBP,2024-04-13
ed6ee96089f777627911045061e9b0bc,DEBIT,27576,3541.49,GBP,2023-10-10
e2278cb59a02aab59487f3e69fa3f529,DEBIT,26123,4813.65,GBP,2023-03-01
41efafdbfa59c8ea0a9e4c1792707961,DEBIT,29425,8875.33,GBP,2023-10-27
6539db8c057f7cd702f544618132029f,CREDIT,20209,6576.8,GBP,2022-12-08
38a45a4c08fa62035b6e50c1ba0570a5,DEBIT,25267,9064.17,GBP,2024-07-14
39532d7e314e4ea38b54ad3c04530740,CREDIT,27293,5159.78,GBP,2024-07-06
0b33d84d5d75521f39fff768f3636e2c,CREDIT,26681,1830.83,GBP,2023-11-15
521090c992d3b6083749fbe146672db9,DEBIT,28764,5433.6,GBP,2023-03-12
c7ee05a7e9b4b3e0f32e5b1b6143c843,CREDIT,25976,1458.88,GBP,2024-03-16
1a324785b1538712ef8de19bb5f11b32,CREDIT,26370,9501.79,GBP,2024-02-21
ee4dde8f94e569475e6230680ada82d9,CREDIT,20079,9382.54,GBP,2023-03-10
9f8b757a61e505b23d2cdec05b0d1ca7,CREDIT,20173,4570.13,GBP,2024-10-01
8dcac2cfc624f7304136e0dd3a7e5c5b,CREDIT,21861,4639.64,GBP,2024-08-18
80856df51d326a2a22521f568520da57,DEBIT,23661,5531.43,GBP,2024-05-19
7d3968535573e2e9eb38039680d3694d,CREDIT,28543,2612.79,GBP,2022-12-23
6d55bae6e938e7bf377c1ac150cf000b,DEBIT,26527,9728.27,GBP,2024-03-22
7a666b45c64c633b1bc559745816fe18,DEBIT,23450,7151.5,GBP,2024-05-21
b97775f03241964874ae2f708ff72c50,CREDIT,27483,3303.21,GBP,2023-11-30
37e9898f3919aa7cd2613760a3de6cb4,CREDIT,27225,2382.78,GBP,2023-09-01
6c1697f46ea68cd817222513631e0f6b,DEBIT,21386,6756.6,GBP,2024-07-13
6eb7557c02292b1b2a7ce260aae59fe7,DEBIT,28806,666.23,GBP,2024-02-20
70b628fdc519e301940640d75c37afce,CREDIT,22127,247.9,GBP,2024-02-29
357c3d24781c4f28a62a2e782fe32347,CREDIT,29319,4228.68,GBP,2024-09-08
7f93990eded2c0badc9bf1cf78981f19,CREDIT,22319,1969.88,GBP,2024-11-23
555032453ad5d047b4a2f73654234996,DEBIT,22818,8671.02,GBP,2024-06-11
e323ab847b9ef37d7634f62733a6297a,CREDIT,23978,2173.29,GBP,2024-09-18
d501bddbfe3bc8fe7b0fc5450a2cf7bc,DEBIT,21905,7131.44,GBP,2023-03-12
6b77bda7474557585e4948fafe9c7318,DEBIT,29560,555.94,GBP,2023-03-26
82d18a8d5e525c25f852805ef12d211f,CREDIT,21213,9105.37,GBP,2024-05-05
af454b1c39209c4977d0e8261fd87a1b,CREDIT,21629,8306.65,GBP,2024-08-12
a849bfbe6a329f4e6a4ccf32153dfb58,DEBIT,29646,9275.09,GBP,2022-12-09
821fb939fe371955a47cf534dffa6f44,CREDIT,23934,2815.35,GBP,2024-04-09
d3499dd750814ce145aaaada7ae338e2,DEBIT,29424,6021.98,GBP,2024-02-16
5cf6bdc63ffd5f0a3f92f74abd2d641f,DEBIT,22819,9991.03,GBP,2024-01-02
68409bf06f4e0ce1fdb96330e721838d,CREDIT,27533,4557.06,GBP,2023-05-24
dde479ce784b42aee35816295859ee42,DEBIT,23011,7291.79,GBP,2023-01-12
62c3b1d24373713a5f44774e2fcc02ec,CREDIT,21670,6789.62,GBP,2024-08-16
f2b9460b1b0a0d1faa966043dab9e591,CREDIT,25008,4355.53,GBP,2024-10-22
fa1526f371e646c9c34526eaef3933f6,CREDIT,29418,5012.57,GBP,2023-02-13
122e4eb1e962d34248e57fca81fb78a3,DEBIT,23363,7874.31,GBP,2024-03-06
f5ab582acf93c8182894340823e75212,CREDIT,24184,8246.31,GBP,2023-09-22
da0afc68ca96142ec623dea7c36235d0,DEBIT,24710,1030.19,GBP,2023-11-27
43c0b7c83f08f4cda062244d584f999c,CREDIT,29974,5199.26,GBP,2024-08-19
1d5e1f5666b9cbd304ee34bd66c3e1d8,CREDIT,20696,8722.27,GBP,2024-04-20
72d93b097ff340860be4d7e33bd7def9,DEBIT,27183,3394.08,GBP,2024-11-23
3e0bd240f03dca70f412b7a6d675851a,CREDIT,24740,3156.04,GBP,2023-08-27
ba38aa2a7fce9ae73c4f95014c751911,DEBIT,21793,541.22,GBP,2023-07-06
521825160e3a9a9822528f19e20e8ca4,DEBIT,26460,5266.93,GBP,2023-09-23
bece0424dcc47c998173bdf73cf2c025,CREDIT,22626,1770.59,GBP,2024-06-19
b14481d71ae194aa19520f01cf8a835f,DEBIT,27025,4649.34,GBP,2023-03-16
2e34c5e339bbdbc6a49514bf3a8e4a69,DEBIT,24319,2588.79,GBP,2023-08-19
b25b7652b1fe97760133cdcef0bd212b,CREDIT,21435,7711.49,GBP,2024-02-06
94a208f37e5aca76e0549fd0ce3fc98b,DEBIT,23687,4882.22,GBP,2023-12-07
d8e38f5f9bd712da053e358b6de52915,CREDIT,29098,3240.47,GBP,2023-10-27
e15d5fabfb9e7056c4f38fc2f878deb0,CREDIT,20537,8490.21,GBP,2024-08-06
48a7325649e2313d87a6c3376030661d,DEBIT,22775,9563.33,GBP,2023-01-12
cd53f070a6549ca82970ed7f4029b84d,CREDIT,22213,5022.27,GBP,2023-03-31
667c56fc89875a22260d0a1cc4041d2a,CREDIT,24787,4983.8,GBP,2024-11-21
3ce5fea583741824a84613b76b7c5b5d,CREDIT,27880,8222.27,GBP,2024-08-08
4798da7d3ceb5a860980bd232b94bdf6,DEBIT,24177,4103.1,GBP,2023-11-12
ea16b6850e618b9c540e52aa4a181edd,DEBIT,26701,8939.85,GBP,2023-08-09
9c7d8498998ccbdc85e87e331eca92d9,CREDIT,24147,6249.88,GBP,2023-03-28
7665ef89caef7554d6a84549c2801821,CREDIT,20594,2364.97,GBP,2023-12-12
f5015fdbbbfdac1c5909eecffa367fd3,DEBIT,22803,2571.46,GBP,2024-01-09
136461f01eed1f5e566e88003cc9e00c,DEBIT,26443,6734.63,GBP,2023-08-19
3f57146f012a2e2563fe0245dbce1c82,DEBIT,25791,6485.33,GBP,2023-10-18
1476099c2ea05e6a00ac3b37a802240c,DEBIT,25820,7637.63,GBP,2024-04-21
234fb9ac4f872a82e04596f6eed3da5f,DEBIT,28475,653.11,GBP,2022-12-05
06363a8036d1a18f017a49fb11d701b2,CREDIT,20573,1163.13,GBP,2024-07-06
ff922c764ace3fde64709c05c50e6904,CREDIT,26950,8400.66,GBP,2023-06-18
d03868cba997e9f537ecb772840ec1df,DEBIT,27135,1273.46,GBP,2024-08-24
fd0d693390c376e70534433507aa1826,CREDIT,23684,8681.23,GBP,2024-03-01
0a0db1c589801e399d9c1ec53b0ab2a8,DEBIT,28638,2735.5,GBP,2024-02-19
aac4cf637698d090a82cb8ea2c4c562a,CREDIT,28993,5650.61,GBP,2023-11-06
e87d9427d71a23cc798930648d2f5450,DEBIT,20957,4903.75,GBP,2023-05-20
7e02fecf516b44491d1597275dd3430a,DEBIT,22097,465.87,GBP,2024-04-26
f7b51ca511e1edd18295385621843257,CREDIT,27942,5789.7,GBP,2024-01-15
848f40d83e6e359df4cd57d23ae04755,CREDIT,22816,9130.84,GBP,2024-08-04
e686362013212cd8a2bd623dd7bcde44,DEBIT,25070,3971.23,GBP,2023-05-19
10c1091aa198dff42d2641ef3c0be1d7,CREDIT,23539,6700.36,GBP,2024-08-22
0bca0d2ea4e0973f2164ac8d1d3b086c,DEBIT,22206,2306.34,GBP,2024-09-14
5f70104a3f7403aab52a6aa13f27ed89,CREDIT,26704,1807.89,GBP,2023-01-10
42c97022dad36c0888c47838e7ec5e0a,DEBIT,20052,9175.14,GBP,2024-05-10
b1fd0ea802af4855fb8b89cd2855ef72,DEBIT,29413,8067.29,GBP,2023-03-29
05a03f24696e15eb52db8b6fbc93b87e,CREDIT,29350,4212.64,GBP,2024-10-31
79640498ac076423cfb34a25b66ae516,CREDIT,26646,9713.78,GBP,2024-09-26
c6a02555d28d4dbe53838d9079125232,CREDIT,26071,7116.11,GBP,2023-08-17
80fae8f030c05876c03f660e1dbce4e5,DEBIT,20296,3381.75,GBP,2024-03-26
855c750100f34ebdebd6dec34b3505e3,DEBIT,27691,6568.49,GBP,2023-07-06
7ecd1e1b8931d6edfe881ed639327a06,CREDIT,26516,2612.93,GBP,2024-09-07
80f3fe64f5f5b6c4043400cd66af2adf,CREDIT,29433,6378.17,GBP,2022-12-02
14309fdc1fc1e2fa725064c15bced87a,DEBIT,26180,5726.13,GBP,2023-02-07
62e9b80ccff81d86f66d4e9090799df8,DEBIT,25033,2544.06,GBP,2023-05-01
0000c7520d10fad7eebe3cb4d68310d4,DEBIT,21112,597.62,GBP,2024-11-17
43996e63ac645236aa896be575e21009,CREDIT,27697,7660.82,GBP,2024-03-19
d02c95d7abec97b334b0226042cba053,CREDIT,24476,1286.41,GBP,2022-12-14
83348751a73d0da424ffcf6f502dac0c,CREDIT,22400,3441.53,GBP,2023-03-05
d8d3744ab8f7197d814ca879f2661bb1,DEBIT,20862,5245.62,GBP,2024-11-07
7f5a7731b398bdce1b0b9bd64ee05e35,DEBIT,28397,1065.03,GBP,2023-11-20
dfee0c0b084e9eadcb5bed98928a7996,DEBIT,25062,6511.92,GBP,2023-11-23
ba89fd63999dc109b8ea9c6b136e9eb4,CREDIT,24225,2370.49,GBP,2024-04-12
30e46eed21b4adf2501a4104b28f9644,CREDIT,28657,173.18,GBP,2022-12-17
e289200bfcbde5d1e4860b54e484f379,CREDIT,29635,62.36,GBP,2023-06-30
c9556ff0ab2fd353cd6ce25aaa8fda1c,DEBIT,21004,5602.16,GBP,2024-11-21
f5d8cdfd55f45495df5161fd89898534,DEBIT,27548,2766.98,GBP,2022-12-22
9fe44799a9a17b3b9bc4d7b628ee931d,DEBIT,28284,3033.5,GBP,2023-01-14
99c64205d9eb19c17833cf0fbb74c0ae,CREDIT,26443,2004.35,GBP,2024-04-28
430a0ee942df9fc500706d8510af522b,CREDIT,28083,5265.99,GBP,2023-05-13
18cc96b737326d458ff2100ffcd35cd3,DEBIT,21248,1795.72,GBP,2023-06-07
9e02b529ff91ebed872defbc8424539c,DEBIT,20266,8291.04,GBP,2023-10-12
5bc62c03cb3bc3f5ba497e29ec7be957,CREDIT,23660,5121.98,GBP,2024-11-26
9a92bb2fbcadd55315e4f97bfaadb512,CREDIT,29337,142.74,GBP,2023-10-18
010cd0419ff56516be7cc2e1c2e45c3e,DEBIT,25602,4589.49,GBP,2023-08-30
37a00f5d11a4c1dbe04fa2e8aead7152,DEBIT,21486,9154.2,GBP,2023-08-26
24d5597e2749ec91cee2850b9cf9032a,DEBIT,28858,3590.4,GBP,2024-11-12
b2cd18641c41d1ec5a2f10c81248e7db,DEBIT,21322,629.22,GBP,2024-08-11
790e4e7dba13a4f385bd81a9b4c11dad,CREDIT,24539,7115.95,GBP,2023-08-25
bbc7893fbd1379ca203ed18d791addce,CREDIT,22475,3477.21,GBP,2023-07-30
d39f31f9e3ecc26b4deba82a39290f5d,CREDIT,27353,4432.66,GBP,2023-09-08
29ca6b199a0d8164cf74036794626d6b,CREDIT,21267,5571.78,GBP,2023-05-12
a0596b53dd7abd68bfce16fa5d0b3996,DEBIT,24466,3431.3,GBP,2024-02-27
590b2f4fc78b74e036aecca19da93c24,DEBIT,21995,8858.59,GBP,2024-09-25
b2ab2ae7552eaa1e68ea5a5509967577,DEBIT,27074,2483.89,GBP,2023-05-02
6062c8e183237e10e86f8251bd7f327d,CREDIT,21771,9218.1,GBP,2023-05-24
00059936b2dbee2bd7ba13a734a8baac,CREDIT,25789,3783.41,GBP,2024-04-18
29c7346feb45f6bd372c3adf8cf25397,DEBIT,28191,9468.17,GBP,2023-11-11
0f99b93a3299a03e66e00c2a9edae308,DEBIT,20012,6270.01,GBP,2023-03-22
379648326c38c28cc019ec20b7b4b0a7,DEBIT,22871,3925.15,GBP,2023-09-22
929653086149b73048a38dcf490c14ca,CREDIT,22387,8621.72,GBP,2023-02-27
cfc7c84e05aa5c938dfe6d87e5419880,CREDIT,24226,3561.71,GBP,2023-01-12
66e6e17a7a8d5a215fee4ff323a97f49,DEBIT,26355,9427.25,GBP,2024-10-05
8e45aa1ee22a904dd8813ca7b9ec5768,DEBIT,24713,8053.33,GBP,2024-07-16
323865f07212a432b25c25e21c4762fd,DEBIT,29349,1071.81,GBP,2024-01-20
5ee6b1960fc4157e540333b9a1f9e353,CREDIT,21543,1436.35,GBP,2024-11-15
1ec4b6a9cf96a15de546dc411b352a9b,DEBIT,29257,212.79,GBP,2023-08-15
aa6235aa6631828001d538d15f7144c6,DEBIT,22131,8303.25,GBP,2023-12-21
11334d755453f6d6fc1e7bf4a614f385,CREDIT,28111,622.56,GBP,2023-01-05
95bb4e82dabee85c78305bc499c33ff9,CREDIT,22111,9093.66,GBP,2024-02-07
9ab88c2ab44dccd352d32122a75fc158,DEBIT,25723,7453.19,GBP,2024-09-14
e8d12adfab260ccdf8c3bfff442352ac,DEBIT,21137,3150.31,GBP,2023-04-05
36f3894d3ea7edebf37ef74f151e1499,CREDIT,22290,7487.33,GBP,2024-01-25
4470edcfdfb63705b11bf065b7f6d784,DEBIT,25443,3106.93,GBP,2023-07-11
1b41acfaedb672b6ecf33ed2092fc18e,DEBIT,24699,6287.17,GBP,2023-11-27
48bd68abd84957585ef94c4028b0e88c,CREDIT,28491,1402.28,GBP,2024-07-02
fe78e0125213a62a67daebf225535ef5,CREDIT,27788,4209.65,GBP,2023-08-29
f63f6ec179073ea4e7bbb5f4feac71d8,DEBIT,29563,3788.29,GBP,2023-06-10
670b6ae35a0d74a3dd0a2a4458e99caa,CREDIT,21425,7679.03,GBP,2023-09-13
f9af4d5da4b64203f5c2eb49b056af65,DEBIT,26974,9757.9,GBP,2024-04-13
01c0072d1694512af98d42ea7ca965ef,CREDIT,23765,5545.42,GBP,2024-09-07
a8bf33f1d8b78796cfb938059c0e2496,DEBIT,22877,1131.68,GBP,2024-03-02
e36c4adbd46d62c3ba8328c2aa210de2,CREDIT,21518,7053.81,GBP,2024-03-21
f2ba67f963cb17b712b138bb60b10fb5,CREDIT,26018,8355.24,GBP,2023-06-10
75b35a488bbaa0e81c6b46c7d32b60b3,DEBIT,23810,4108.31,GBP,2022-12-18
6b19ed93a8dbae19db271d1a0ea429e6,CREDIT,23548,5927.3,GBP,2023-10-24
1a2f713f6b0646c2a48824b36c5e25a6,DEBIT,21365,1068.43,GBP,2024-01-15
3213b5309289ed76cfd357e83a88349e,CREDIT,21171,8150.5,GBP,2023-02-09
e450fae214f6678102697808090f5827,CREDIT,26311,8352.74,GBP,2024-10-13
698dd0e1170257bd8023c11c66b6f194,DEBIT,24443,1193.75,GBP,2023-07-14
3e1c36eba680a6bf0b49db264f2eded9,DEBIT,27335,8166.33,GBP,2024-02-24
5f93c857137be979ff97d3cf7166af66,CREDIT,25710,3430.94,GBP,2023-01-16
d73b0cbbe84264d1f43bb9c93a7c7c7f,CREDIT,26731,8399.75,GBP,2022-11-29
9b0fb2a08826cef789f080ef5452afa7,CREDIT,26516,8516.36,GBP,2024-06-05
2ee9e770c11fe252a39302479a9f8646,CREDIT,26540,3148.04,GBP,2023-09-29
614e75e11bdce7cb05857c013b59923a,DEBIT,22625,987.61,GBP,2024-02-18
5259ab0ee7eaa31075eb3274fac860d9,DEBIT,26731,9042.29,GBP,2023-04-28
d3c4a00db2d27277cfe690bcce9a9c53,DEBIT,21140,8640.23,GBP,2023-05-10
df2752ad01f9d44f3b4984e5bdb2d71d,CREDIT,26593,7314.11,GBP,2023-09-13
613beaee89e4f1f62376ef5ad1564830,CREDIT,29598,1185.71,GBP,2024-08-05
e72411428241cc76a87935f0a1bad81d,CREDIT,29019,7369.1,GBP,2023-11-01
2bff0107e7fdd75cb8a7fff32d99eb0c,DEBIT,22606,8986.37,GBP,2023-09-11
af968bc41f7dcf1c8d026def588f6579,CREDIT,23928,9493.48,GBP,2023-11-30
24c05762485cf4598da0c1f17a56564a,DEBIT,20229,2546.83,GBP,2024-01-26
f80433a7c735b5c4d7aeec3a5f394056,DEBIT,23634,9169.02,GBP,2024-01-01
bf3914778ec5fb0dd7446c35368cd881,DEBIT,26538,5688.91,GBP,2024-05-21
cb3de485e0c0fb82c72026a842918e7e,DEBIT,23097,5667.64,GBP,2024-06-15
c7b66bbc640a076533adeccc6e4fc695,CREDIT,25057,2028.58,GBP,2023-05-25
dd358cc1e793059429360e81ae0ffc02,CREDIT,20937,7241.5,GBP,2023-02-16
48551e7a48176241a2b38459a6f304e1,DEBIT,27820,2207.62,GBP,2023-08-29
7b9c1ef5ce5cba1a50b05779490fa95f,CREDIT,29748,9685.16,GBP,2024-04-04
3a245f165895231e49adb60eecfa642a,CREDIT,21895,2277.51,GBP,2022-12-04
5adf60b20774c25a1109f9a6695cea28,CREDIT,28924,4662.12,GBP,2023-04-04
4f428392dcf2bd73f1efbb940e901f27,CREDIT,23264,3479.61,GBP,2023-06-30
a57614d95a17fae73db2f86999798fc5,DEBIT,26567,5765.28,GBP,2023-04-17
efc75181a735828997937fe613529f00,DEBIT,23987,9467.04,GBP,2024-11-05
21a4f059a29d897cf1259eaee28e70cf,DEBIT,23504,4758.55,GBP,2023-11-02
5da7ac9b774fefb4c026a73f3abb9588,DEBIT,22002,9376.13,GBP,2024-09-19
4183ce212e1a66d834d6ef9ab5387b76,CREDIT,28895,5403.28,GBP,2024-09-19
1b6482dd95ef0bb798b646749b56d47d,CREDIT,23371,2332.27,GBP,2024-08-09
81787dd15934120abb822c009e89eec2,DEBIT,20023,7818.39,GBP,2023-10-07
a878c8a4b5fb50e19828f17310dec5e6,DEBIT,23312,818.21,GBP,2024-06-05
4cb0cacab6b7e9fa1b1c3608ba3fdf94,DEBIT,26679,7066.74,GBP,2024-10-20
79ebe6347c586d1248e13bc287cf8518,DEBIT,24107,6631.54,GBP,2023-09-22
63f088766e044c91bebb0742f525ffee,DEBIT,21453,294.56,GBP,2024-11-24
d761337165f80a7dc4e092932f772435,CREDIT,26792,1967.17,GBP,2024-05-19
9298fe2ae72a98d9238d842e566ea385,DEBIT,22769,3931.68,GBP,2023-11-18
1dd69d592f08870761180079a1bc93b3,CREDIT,26759,6677.49,GBP,2024-07-26
867835b2325335a529a282cff783914d,DEBIT,21283,9063.32,GBP,2023-06-07
dd50f6d6595567d132d4f0779dabd79f,DEBIT,25908,6272.35,GBP,2024-09-06
4aeaa90a5cf06be7c80a907a2c65f805,DEBIT,21067,8807.99,GBP,2024-07-17
5d572ac38aa01139df60aa891f631faa,CREDIT,27772,3041.77,GBP,2024-09-01
fb3d43feb094fe59c7d7827a785b07f5,DEBIT,26025,1067.55,GBP,2022-12-03
6bd2dc46364c438af65cf651d6690d8d,CREDIT,25765,5777.16,GBP,2024-09-23
d81819d2c16c3e41848cd775a94096ec,DEBIT,27323,3545.65,GBP,2024-04-05
a505cb17b1a567c6fa19204ce2928a1a,CREDIT,27870,1994.42,GBP,2024-10-28
93a332480b3c51f12388f8c17899b8e1,DEBIT,23421,7302.95,GBP,2023-06-29
85be3f05e451e6a2794f1869a2b798b9,DEBIT,23557,6301.66,GBP,2023-06-20
1404b7ea4cfb16ab8c93bb15f8117908,CREDIT,20922,8210.2,GBP,2023-09-13
609c726fa49441646f9d0145c02e05ca,CREDIT,27659,2505.18,GBP,2023-11-13
c209a5ec4c0734ded76089081a1596e3,CREDIT,29555,3612.42,GBP,2023-07-09
76aab3bca0ebd001259ff7ec3b9b14af,DEBIT,22412,3332.91,GBP,2024-02-26
5f6e7e02f31455e1be7764124f61d002,DEBIT,22273,1792.52,GBP,2023-09-30
7a52757377deb0efd3443588e4f3351e,CREDIT,24350,8770.06,GBP,2023-10-13
68a01757074969f7db6ca600b3e96ddf,CREDIT,29108,4168.53,GBP,2023-03-25
e54496bb9fdba356af70cc8accbe021e,DEBIT,20353,3776.27,GBP,2023-08-03
b3b467e5606bfd8cf4225e1e35bf960d,DEBIT,29683,6271.47,GBP,2024-09-26
727dd1ccfa505180e4fece3e146cb9e4,DEBIT,24302,7914.12,GBP,2023-03-24
61707995f4a025e58220c4e73572496d,CREDIT,24491,8474.61,GBP,2023-02-01
cef1f2a08578e5a703faedb950616834,DEBIT,29367,1446.74,GBP,2024-06-07
c204ac3dd55897e4b6cbfa8cb1a170f8,DEBIT,21063,6386.96,GBP,2024-01-15
f671e387cefd400bcc30fa201a661c31,CREDIT,23253,9505.49,GBP,2023-03-19
9cb4d9326b403482799d5ca59d11a285,CREDIT,25131,4205.99,GBP,2022-12-19
eede95d404e8cf3ad6d06c5fb7dea1af,CREDIT,25025,8927.57,GBP,2023-02-09
04eb1f9fcf0600c8deef6dd09752cabc,CREDIT,28204,3275.06,GBP,2023-08-05
a246cb5a51affa750941b4ad4981cfe1,CREDIT,25385,8741.72,GBP,2023-05-18
cdaf1a175536d368bf5dcc70a9141cfe,CREDIT,28739,480.91,GBP,2024-02-25
50038d3188af21b5f7086151b9b11361,DEBIT,26286,3825.37,GBP,2023-09-16
f5dae9485748fde42a8e17832aaa0476,DEBIT,22478,5115.09,GBP,2023-05-29
4cc3bace48376120276f2a258b878618,CREDIT,22965,2496.23,GBP,2023-09-27
7b680398ba83fbebefe8b6a16cfd9079,DEBIT,28331,3726.5,GBP,2023-12-28
8c3a1bf3cfeec53bef3d024aadba23ad,CREDIT,25686,1483.84,GBP,2023-07-24
afe4af91848e41570d2bb6c866f55e5b,DEBIT,26567,2323.46,GBP,2024-09-06
1e20e22d8af3ffb9353f2a15ee476460,CREDIT,20177,8868.5,GBP,2024-02-26
340a4521ad3e961be042e774c305e85c,DEBIT,24302,641.84,GBP,2024-02-02
9ed54d760fb92d07b3e07177f16f9c57,DEBIT,24263,96.72,GBP,2024-09-22
cc25d7ead1edfb4317521f6fec03bf25,CREDIT,24565,4191.76,GBP,2024-11-19
e27c8f4480ea469cf1334a02e067818f,DEBIT,24964,728.03,GBP,2024-07-05
073f6206baa291daf427a7749c5da770,CREDIT,28369,8218.87,GBP,2024-05-20
fc994f4461fa3b76d7cd35f839456e84,CREDIT,22198,3668.59,GBP,2024-08-06
de4385b210e1711ad4a7fd3f19c577f1,CREDIT,29951,281.16,GBP,2023-01-01
1ba1207de9d1efd4f62d641dd9dec080,DEBIT,28785,8823.77,GBP,2023-06-25
897e7acfa6c58457ddfc11a391e3a23f,CREDIT,26137,8467.85,GBP,2023-10-08
aab54f3e3ff5d19febe36301f3b57ad5,DEBIT,21012,1704.44,GBP,2023-04-28
cd2f1e3145d2b4680856ad5129e06a85,DEBIT,22238,8851.95,GBP,2024-08-30
ca39f076128948f304ff96dad3041845,DEBIT,24879,4273.57,GBP,2024-10-16
ed839ddbf9adf1b8b99cf2ab0e6478f6,CREDIT,20131,7400.76,GBP,2023-07-31
e118c546fc173187ead08fb6fecfb133,CREDIT,21505,9486.95,GBP,2023-04-17
a50c540206fef11ab60993b4cdcc2f7d,DEBIT,27164,8269.47,GBP,2023-11-07
9fcbbcda7976463b756932f7ae192629,DEBIT,25672,7425.62,GBP,2023-07-26
45d692b981b44c1c501cbf6c2ceb61db,CREDIT,27147,5190.53,GBP,2023-02-27
cf8582668790856d1e748f1c7c1e72cd,DEBIT,21559,167.18,GBP,2023-10-01
e8439f880b53e56ddd923643cbc252fb,CREDIT,22800,5071.53,GBP,2023-03-19
3e7415cd9acca57b3689307774c5acc4,CREDIT,20812,1333.08,GBP,2023-01-19
9fe9b1c6115aa24a9426e01e66e8823d,CREDIT,23792,4998.46,GBP,2024-09-09
830146764185a5f2c0c6a6fcfd99d97b,DEBIT,25990,528.98,GBP,2024-09-30
35c264c823e8d0053ad78f9303c59902,DEBIT,25889,7642.32,GBP,2023-09-11
4bfd26f41de66d9554c8e00693cc674b,DEBIT,27778,6481.0,GBP,2023-12-11
b2c4c0837c325c613aac138de803b483,CREDIT,27933,2681.65,GBP,2023-06-20
c86b17739b3d2e4013a87f12d0be72af,CREDIT,26256,4435.16,GBP,2023-12-19
c86d6be5381afe5ca618ef28543d1835,DEBIT,21102,9849.29,GBP,2024-02-01
5652c31354532bd6462c0cf17687a979,DEBIT,25707,4754.34,GBP,2024-06-19
cf6f8d15cbfce608031f6f52a5379ec9,DEBIT,29403,2487.01,GBP,2024-08-28
807531f0f29e07f004be27131f54d1a8,CREDIT,23608,8997.96,GBP,2023-01-06
8ff57478d3abaf374501b427783f144c,DEBIT,24355,5223.91,GBP,2022-12-04
a41f1d6f2e0eef0cc120fdb855f4cbea,DEBIT,25358,3127.98,GBP,2023-06-01
94885eaf1540f157b2a9bbfe4e5ecaf3,CREDIT,26357,7796.06,GBP,2024-06-29
7043fbecb583c2b32084e57e5ea6799f,CREDIT,29306,8775.96,GBP,2023-01-28
383ef30f9462c7a16fc99bee2ae65644,DEBIT,23901,8616.38,GBP,2023-08-11
251ad8000dad03fb5da40084be5afe24,CREDIT,26432,4211.3,GBP,2023-07-18
81087187c2dafe63fbcb0d3fa06aa9ff,DEBIT,22571,9999.75,GBP,2024-04-26
67b2fe56e3d2d61a4d55cb74bd9708dc,CREDIT,21422,4349.14,GBP,2023-04-16
c735317b7715186024146c59da82ef0b,CREDIT,20685,3382.77,GBP,2024-09-12
35c7de696dc97284ecf8acac72c102e7,DEBIT,28125,912.12,GBP,2024-05-04
3104f036154980305ce18830e98e17c1,DEBIT,24786,2325.17,GBP,2022-12-19
6a74c6aeaf73c5b0670445c235682543,DEBIT,23070,850.8,GBP,2024-09-21
58695cd2162275798abbc7eaddbbbdb2,DEBIT,20848,3993.5,GBP,2023-12-31
bf36038c81248e31bd0f66ac41a5ca9a,DEBIT,23198,6265.27,GBP,2023-08-06
cef8df466845b4e1eac26446d7007527,CREDIT,28740,9157.22,GBP,2023-01-10
94b3a46320581daf660148df4ef9e701,CREDIT,26817,1698.25,GBP,2023-12-19
a81656090dfab21f163480318ff68875,DEBIT,22319,7901.78,GBP,2023-11-16
b0b371f6ef186af43d04a0f6e426210a,DEBIT,28373,631.1,GBP,2024-09-30
1fb658dc00b42ad2b5d58a2a02686281,CREDIT,27051,7243.6,GBP,2024-09-27
