transaction_reference_id,party_role,parsed_name,parsed_address_street_name,parsed_address_street_number,parsed_address_postal_code,parsed_address_city,party_iban,party_phone,external_id,account_id,transaction_date,provi_id
7249,0,6002,1865,4827,2488,2828,4125,831,70006700,27682,123,7249
5326,1,4452,2901,1203,4697,4906,1557,2546,35007850,20765,261,group_397
9407,1,524,2754,1968,318,535,3553,5004,25014306,29098,333,group_1787
2820,0,483,3352,2578,1755,223,496,3604,10568769,25490,289,group_1788
291,0,1951,5028,4827,4708,4652,2402,2802,10405349,29079,312,group_1789
8135,0,6094,5985,2160,2061,5275,488,2107,40020344,20258,533,group_1790
5602,0,6277,4857,4827,151,4277,185,2007,35009247,29410,413,5602
7237,0,4435,1454,2517,4479,6388,4931,1366,35002772,24625,78,7237
1749,0,3411,941,928,5358,3071,1258,6031,25023616,23547,175,group_1793
6997,0,5957,4191,3723,2591,5296,4931,6031,25036795,27565,409,group_1192
7100,0,5067,2196,2935,5358,4344,4931,1739,30023829,23463,213,7100
1110,1,2342,7473,4827,5358,6388,2096,3529,35003766,25594,422,1110
7394,0,3762,120,4174,2999,3224,4931,650,90013780,21303,279,group_1796
7244,0,6293,1265,1350,3670,6388,1081,6031,35026354,21321,470,7244
10669,0,4901,4677,996,5358,5531,1851,6031,30003342,22806,297,10669
1551,0,6019,2221,1816,1514,1252,4931,942,35000086,22331,3,group_1799
3363,0,4641,7473,4827,5358,6128,546,1033,10137601,28547,609,group_1800
2752,1,826,7473,4827,5358,1771,2328,6031,35000338,24391,189,2752
838,1,5875,6213,1113,5358,2598,1900,6031,25003559,23513,234,838
7733,1,1005,908,4827,5358,6388,4931,6031,35011398,26765,604,7733
1282,0,3006,2244,1492,1883,3519,1212,6031,60026311,21426,639,group_1804
10060,1,5066,2202,3603,2738,1797,3908,3099,25017040,20622,364,10060
8324,0,3027,7473,4827,554,1036,2223,6031,30007366,20061,11,group_1806
9636,1,1652,1864,4039,666,3169,2931,4693,40020004,29951,34,9636
1724,0,4079,6330,1944,416,686,4931,6031,35030132,22575,152,1724
5157,1,2191,6193,4533,3909,6388,1517,2768,35002037,28621,241,group_1809
185,1,1212,3383,1267,4763,5339,4782,2592,40021507,22302,722,185
10568,0,2389,3582,4827,338,5944,201,6031,70053453,22656,427,group_1811
5756,1,3594,337,933,5358,60,2553,6031,10388915,29271,491,5756
8506,1,4138,7473,4827,5358,3150,4931,1788,60032659,27455,464,8506
1294,1,5027,3358,2923,2071,6388,4931,545,20008257,24209,386,group_1814
10307,1,1214,4985,3935,5358,2136,2777,6031,35019191,29661,625,10307
606,1,5465,4221,4827,4409,1425,3545,6031,30003764,24959,661,group_1816
6407,1,2344,944,4827,2541,6388,842,6031,35019591,22862,180,6407
2910,0,5274,4239,4701,1625,6388,1299,6031,40016767,25192,571,2910
10506,1,4429,7085,1078,1468,4351,1203,1825,10567701,29537,225,10506
3224,1,2241,1435,2141,541,1869,4931,6031,20022401,21092,176,group_1820
7922,1,6494,4451,4827,5358,6388,4931,2215,10053966,23289,252,group_1821
8739,0,4153,6165,628,723,6388,3712,5011,35013056,28617,633,8739
6794,0,266,144,4272,3977,6230,4931,6031,10062927,29194,446,group_89
4448,1,589,6151,4421,1084,1686,1344,6031,20021528,21945,357,group_1823
10926,1,3927,7473,4785,175,1715,4000,6031,35024168,23808,714,10926
5059,0,3061,4502,1302,5338,4601,928,6031,20000940,20918,371,group_1825
943,0,2592,7,4827,4293,4352,1336,6031,90017270,24749,56,group_1126
6298,1,4621,7473,4827,5001,3050,3371,75,20020800,20336,113,6298
9878,1,901,6080,4827,854,966,785,3841,40010031,20864,461,9878
3889,1,506,3156,3730,212,3785,2981,6031,25008418,29445,545,3889
2405,1,5938,3638,172,3977,5334,3193,4025,35017001,29008,199,2405
3178,0,1873,441,4060,596,1387,1109,6031,25008718,27421,14,3178
1401,0,1065,6417,1387,4588,2257,4931,2227,50036807,27474,569,1401
9780,1,1763,597,4827,992,4232,895,3601,40010886,27640,235,9780
1868,0,1794,6392,781,5358,4815,3124,6031,80004501,27833,205,1868
2162,0,326,506,4827,2609,3310,3307,6031,35001656,22911,602,group_1834
5142,1,6034,3865,125,5078,1895,4401,6031,90004890,23063,671,group_1835
6980,0,2092,3448,4827,5358,5103,4931,6031,40019451,21508,638,group_1836
6491,1,3433,6065,4079,5358,4845,2902,6031,25008123,26357,579,6491
8991,0,3414,1918,2034,2106,1382,4931,6031,35008790,29254,120,8991
8942,1,5469,5437,4138,5358,6276,1007,5595,20007649,22993,46,group_1567
6214,0,2485,2572,4040,4223,2207,4931,3682,25035438,20532,530,6214
1214,0,5612,2452,1771,1673,6388,3463,6031,20013573,22448,193,1214
10682,0,1972,1217,377,5358,4920,3292,2351,10526944,20047,540,group_582
8388,0,6376,913,4827,2300,577,2002,6031,20022621,29836,721,group_1841
10774,1,5882,6676,4268,5358,3299,3136,5531,25007911,21163,310,10774
8886,0,1169,1100,2331,1342,2653,1315,5455,25007163,29186,150,8886
6988,1,5059,138,958,4953,6280,1190,6031,10506053,28557,345,6988
2236,0,3374,5591,4813,2695,90,1455,2705,35018587,20098,665,2236
3666,0,1620,2908,1520,3348,6388,3820,6031,20021156,27782,567,group_1846
1186,0,1518,2449,2327,5358,1113,4730,2935,25039917,23997,426,group_1603
2785,0,3150,3555,4827,2400,6388,2341,5762,30011550,26935,326,group_1374
5200,0,6243,620,4827,4655,106,244,6031,90012839,23576,293,group_1016
9188,0,6281,1971,1489,984,5887,3648,2523,25031152,23627,8,group_1847
5453,0,1348,2489,3962,1618,2801,4931,115,90019057,26710,82,group_1848
1084,0,3309,1601,2722,5358,1849,4931,3388,25021690,29188,340,group_1849
1229,0,3078,501,4504,4712,2893,4698,1962,40000849,23764,561,group_1850
8774,1,3396,924,2484,4130,3013,4365,6031,40022803,27135,604,8774
3388,0,5774,300,705,5358,4259,2412,2238,10217724,20871,630,3388
9837,0,6473,2112,4298,1357,5310,4680,5761,10308115,27389,529,9837
4192,0,1985,4217,3752,3238,6388,4931,6031,10524389,25967,69,4192
2219,0,5018,5024,1722,5358,2720,1599,623,20008876,27757,715,group_1855
5719,0,2709,6283,2757,4799,4236,3664,1789,90023373,24438,11,group_1856
2012,0,1008,7434,709,64,6388,4422,2382,20019989,25451,57,2012
8843,1,4848,2428,2670,3655,6381,4931,6031,10384121,28170,47,group_1327
9479,1,5491,5618,2097,1509,2976,4467,6031,35001382,23045,417,group_1858
3106,1,4833,7077,4713,815,233,1911,6031,25035788,23716,104,group_1859
6333,0,2590,5521,2991,5358,5215,4931,3755,90018319,23457,210,group_1860
3040,0,5675,4001,2563,5358,933,461,5806,35005664,25283,448,group_1861
1525,1,2566,1587,230,2415,5717,4931,6031,35028003,22545,221,1525
7027,0,6156,2592,895,1227,269,4931,6031,25002300,22276,222,7027
892,0,2436,6281,2509,3732,5811,1290,2882,70012670,28223,708,group_1864
6983,0,3306,3059,4827,1445,4213,4931,5888,35004878,25137,687,6983
4894,1,2880,6408,3345,5172,4194,4931,6031,40005265,28080,131,4894
8913,0,5381,4673,3688,4839,6388,4931,6031,35027452,22238,641,8913
4055,1,4469,5758,1478,4575,650,3014,6031,70048333,28473,563,4055
9796,0,367,567,264,5358,4959,4052,3674,35026641,20405,683,group_507
7905,1,6554,5640,1983,1568,140,592,6031,30000495,24247,108,group_1869
774,1,1905,3890,1714,1096,515,29,1753,25032029,22862,366,774
9559,0,5866,2094,2150,3271,1583,3737,1085,10360839,27889,527,group_253
4630,1,4154,2,4128,4928,4423,4931,2365,70051423,25677,25,4630
7484,1,2342,7473,156,2360,2167,2096,1768,35003766,20096,650,group_1872
10972,0,4041,7058,3165,3405,2670,3128,3352,10541744,26064,360,10972
9157,0,4836,6176,1155,2367,5471,40,4057,70042880,25682,364,group_1874
7926,1,1549,4092,474,4015,5426,4931,6031,20015841,25009,351,group_689
3037,0,2131,4089,667,5358,2339,1285,6031,35012230,22640,66,group_28
5052,0,3403,5377,4827,5358,2671,4776,2510,35016485,29493,505,5052
4415,0,1330,1721,2223,495,126,4931,4723,10479557,21159,361,group_1876
2707,1,3940,7473,4827,695,903,382,807,25008614,29513,470,group_1877
5861,0,3944,3541,4827,3723,2132,1699,48,80047426,22644,216,5861
1341,0,1898,4209,3545,39,3282,3158,6031,35009816,24105,224,group_1879
5464,0,5350,3335,4827,2760,3058,2762,6031,10078361,22968,596,5464
5763,1,2456,3776,4827,4835,2476,4498,4269,70006267,26727,307,5763
1287,0,2402,3320,2980,1999,3189,4931,277,35008460,20991,615,group_82
4149,0,5506,2630,4229,1074,1875,19,299,20012769,27139,262,group_1882
5345,1,1880,4521,2862,2375,4339,2613,6031,35026875,29718,117,group_1883
10802,0,5448,986,4827,3395,6388,4931,2820,10346158,26301,200,10802
3424,1,3367,6140,4656,4384,2923,371,1345,35016359,21927,403,3424
7789,1,2254,3178,954,5358,1157,1655,2971,25012518,27421,489,7789
3572,0,3614,1662,4827,2952,3496,1010,5146,20003534,20499,250,3572
7585,1,5693,7473,4827,5358,2816,4931,6031,35008915,21024,322,7585
7143,0,442,2773,1637,3023,2625,4931,6031,30014039,25061,371,group_1889
2617,0,1311,1624,1263,3301,5758,1206,1457,90019212,23116,19,2617
3623,1,3460,7473,4827,1808,2937,4931,2265,35023654,24064,598,3623
1937,1,3255,274,4827,1637,1848,1667,6031,90007895,21091,163,group_1892
3878,1,4091,7304,961,367,804,6,6031,10091695,22314,684,3878
805,1,4409,3349,3882,5358,571,4597,5148,35001890,26301,451,805
2795,0,3224,6157,1019,5015,4451,2185,3517,35024158,22617,462,group_1181
7111,0,1547,7473,4827,5358,3505,395,5680,10449730,22239,686,7111
3853,0,3783,4249,67,489,1942,963,6031,90000535,27463,25,group_1896
1693,1,4293,661,2271,5358,2059,4337,6031,10361982,20924,538,1693
8682,1,4823,5100,3784,2204,1003,2475,1677,60036873,20543,148,8682
9754,0,4513,1423,12,3942,1244,4025,1382,40023617,29216,385,9754
3393,1,3847,5006,3189,1409,6388,4931,6031,35019090,21646,381,group_1900
10672,0,4237,3515,4827,5358,2245,4620,5650,35013501,21297,234,10672
1887,1,1154,6072,3020,2893,695,4931,285,10078633,24203,246,group_1551
5423,1,3480,6781,1405,2082,1994,4931,6031,35024043,26272,542,group_1902
1400,1,6296,5849,3983,5358,6388,4931,6031,90000346,29723,468,group_1903
10034,1,454,6149,4661,5358,3135,2854,3752,25003336,29989,124,group_1904
9997,1,3126,1725,115,4744,4201,282,6031,40002802,24396,707,9997
4465,1,2528,823,426,5358,5595,4710,6031,40013546,21244,626,group_1906
8933,1,3964,158,2540,3509,3720,4603,6031,35020897,20040,680,8933
3348,1,3914,1351,4827,4587,1414,415,6031,60047475,23647,267,3348
10779,1,4345,7473,4827,802,1601,3084,6031,10056648,24829,552,group_790
9112,1,3776,633,3458,5358,3544,1378,2372,40006857,25379,497,9112
4740,1,107,1713,4827,2676,2229,1347,6031,35025270,22209,263,4740
8529,0,749,7473,4827,5358,11,3713,6031,25034989,20748,325,8529
8814,0,2662,6397,1609,1564,1606,2923,6031,35024639,20898,495,8814
7213,0,4679,7473,4827,3851,5093,4931,3593,40011564,28236,532,7213
5273,0,4546,5548,3718,2199,6388,1638,6031,25029559,26227,217,5273
5551,1,3357,2979,2444,166,5608,824,6031,25040997,23110,467,5551
9578,0,5734,1333,729,5358,6388,4931,1161,25009232,21918,487,9578
4374,1,1404,1174,774,4365,4005,1649,6031,10312392,24627,185,4374
6861,0,4364,667,4386,5358,2317,4020,6031,25025820,21463,643,group_1918
4099,1,2883,4718,4827,5358,6388,4931,6031,10050667,25930,659,4099
9536,0,599,233,1827,5358,6358,3778,6031,35023109,29763,481,9536
5609,1,4336,145,3605,457,245,2467,6031,40000756,26459,715,5609
3119,1,4744,278,411,5358,557,4862,1261,25007189,23360,623,3119
1395,1,1345,1941,1363,4792,718,4931,2741,80041072,25307,592,1395
6858,1,1490,2598,2899,1833,6159,4931,5454,25035727,28439,61,group_1924
5029,0,1190,6031,3404,533,6388,2390,3103,25030644,28060,612,5029
9913,0,3842,982,4827,578,400,4329,5069,25029145,28799,659,group_1926
10959,1,2043,4548,4095,2961,804,1303,3978,30021190,21134,410,group_1927
9402,1,4213,1975,1723,5358,4369,300,6031,25041569,23425,476,9402
6106,0,1378,6219,3419,5358,165,220,2869,35015914,29826,286,group_1929
1843,0,1715,1127,344,3351,3962,1396,2632,70029348,27540,406,1843
1722,1,3610,6025,4232,2384,6388,4931,6031,25009889,29167,171,1722
3189,0,244,5495,4827,5358,4882,850,4143,10539711,28395,114,group_1932
10843,0,6072,859,4827,5358,4072,3676,310,90005029,23256,16,group_1933
7912,1,3309,7473,2722,4977,1864,2566,4354,25021690,25248,455,7912
841,1,870,360,4069,2862,909,2986,6031,60040544,27406,676,841
7801,0,6005,2508,4827,787,1890,4835,6031,35019205,21322,622,7801
685,0,3110,585,1357,5358,2380,3406,5849,25009359,25923,227,685
9730,1,4463,16,4827,5358,624,4931,6031,25023088,24807,57,group_1938
1505,1,5632,4401,4827,2907,2393,765,6031,40010132,26121,12,group_1939
10204,0,2734,6020,1459,1980,2469,3431,6031,35026223,21517,586,group_1940
5340,0,583,5724,2214,1391,5101,1693,5221,35021671,29846,723,5340
1605,1,3586,6206,4234,5358,393,4931,6031,10298305,28959,536,group_1942
6093,0,1755,2940,4827,5358,2983,4279,5498,25022365,21915,447,group_540
10586,1,1837,569,4142,5358,3156,4931,6031,20007547,20535,452,10586
886,0,3923,1418,3389,4711,1905,628,5935,25025418,24517,486,886
3480,1,1426,5093,2382,5358,1516,4894,1779,25028942,25243,317,group_1945
4340,0,773,480,1482,5358,5111,2568,3124,10297044,22403,665,group_1946
3615,1,1385,1495,2469,4315,5065,4097,6031,30010485,24849,547,3615
6054,1,1569,6942,2688,744,1170,4931,6031,25011379,29181,366,6054
10957,0,5836,6957,1788,5358,6388,4450,1603,25008072,26571,602,10957
3333,0,2694,2247,4827,2542,4012,2171,1608,25025944,21166,155,group_1950
9313,1,5037,795,4827,2743,408,4931,1743,80045740,23610,438,9313
10426,1,3739,1723,2508,5358,1524,4224,6031,35029390,21887,355,10426
7601,0,2714,943,4827,5155,2993,3035,1453,35016200,23777,200,7601
5454,0,1230,3952,3200,5358,6073,4931,6031,10540023,23757,414,group_1954
1027,0,5454,2406,2834,902,1806,3877,607,25023578,24712,485,group_1371
10825,0,6000,6555,3330,2444,4351,2837,6031,90001421,29297,221,10825
9435,0,5954,5093,3031,5358,6388,1588,5618,35027010,22838,646,group_1945
4110,0,2929,6237,4827,3363,697,1214,3023,60065860,21452,642,group_1956
6145,0,5532,5367,2093,1153,6388,3725,6031,25023743,22993,292,group_1567
10511,0,522,7473,4827,5358,6388,2508,5643,25017111,22528,361,group_1957
3241,1,2976,2079,680,1708,1463,4931,6031,90007678,25406,276,3241
3019,0,301,7473,4827,5358,6388,4931,6031,35007698,27254,25,3019
9146,1,1467,1858,4470,349,6388,3091,6031,80012037,24141,571,9146
5554,1,1670,2358,2791,4689,3476,4146,6031,90000760,22319,726,5554
7614,1,5126,4567,2573,3153,6388,4298,6031,90009487,26160,657,group_1962
947,0,3637,5965,2006,3455,4246,4316,5501,25015203,22458,8,group_1963
3927,0,5204,5226,1832,4081,6388,4931,6031,10167434,28438,603,group_1964
2366,0,3128,479,4805,5358,4675,855,6031,10116919,20706,628,2366
2300,0,5009,7263,4562,3634,3716,4931,6031,25035011,24089,497,2300
7824,0,1826,0,4827,5358,4830,4931,5410,20002529,20017,612,group_1967
7032,0,783,2570,4827,2661,6388,2067,6031,30013735,23118,268,7032
10508,1,1306,2798,1885,1850,2785,2623,4509,35002688,25008,694,10508
2275,1,2062,1356,146,5358,5534,2056,6031,25017321,20417,398,2275
8791,0,298,4769,4827,4539,249,3179,6031,20023894,21176,440,group_1971
4131,0,4861,670,2162,1994,831,3522,2216,35007114,26266,667,4131
13,0,4754,2749,4827,4945,2897,3331,2483,25040953,21743,187,13
1318,1,1741,4110,820,4512,4898,1062,6031,10026122,20259,476,group_1974
5890,0,5703,5299,443,5358,4822,2081,202,35032241,27843,180,5890
10338,0,4885,5211,2228,331,5903,4931,1318,10029942,23762,326,10338
178,0,4618,4744,630,4055,5928,4931,2586,35024606,22461,202,group_1977
102,0,2847,5206,2997,2758,278,1530,1476,35002978,25835,112,102
2647,0,1377,6209,4827,126,4353,1998,5790,25023812,23819,442,2647
6682,0,2373,5728,4827,5358,3009,528,6031,90005465,25867,420,group_1980
4812,1,4601,7155,4827,5358,6388,4931,3959,10601246,26314,65,group_1308
980,1,4166,3073,4110,2494,4462,4931,6031,25005697,25393,511,group_1981
144,0,2326,5801,4154,5358,5244,2052,6031,40010254,21072,62,group_1982
2309,0,2577,2968,4827,5358,5,53,3162,60003842,25958,350,2309
2797,1,5346,6187,3263,2566,2474,2393,6031,25034370,28053,241,2797
197,1,3919,2423,2618,5358,2867,3353,6031,25014809,29231,500,group_562
9064,0,3327,218,3788,5358,5267,4931,1517,25013769,28998,307,group_370
6725,1,4193,5914,2396,3789,4132,3794,6031,25012991,25817,521,6725
7783,0,920,1475,3905,4332,2777,1854,2801,25028077,29883,70,group_1986
2753,1,4844,2325,509,4548,2529,4901,684,20002253,20812,52,group_1565
7927,1,3673,932,4827,3791,5274,4931,3614,25038697,20921,246,7927
1663,0,1646,423,3642,5358,5549,4931,5462,25025618,26811,285,1663
8130,1,2082,4197,1938,889,5759,2166,6031,35018171,25724,727,group_521
6135,0,4814,175,3207,3020,3246,4931,2625,25012160,20904,494,group_1989
5856,1,1317,3678,1166,4209,3926,4931,3648,10527745,24071,297,5856
5015,1,4129,4442,2733,5028,2857,2860,4886,90012416,24285,589,group_1199
10396,0,2930,6803,174,4945,3144,4261,5970,60026155,25796,151,10396
4508,1,936,3744,3118,1815,3462,1541,6031,35008636,20036,211,group_1992
4897,0,3818,5411,4827,5358,338,4931,6031,25006437,29045,195,group_1681
6236,0,3730,305,4312,5358,6388,1086,1273,25023793,22241,462,6236
9747,0,6201,1152,4177,5358,3740,4931,3071,25007013,29990,641,9747
10992,0,6078,6851,2336,4870,2669,4931,6031,35002187,23519,181,10992
8796,1,4433,6784,3724,200,6388,3786,4484,10351131,23891,366,8796
1292,0,4323,4715,4827,5358,6388,600,619,40017080,20679,287,group_1997
2894,1,6312,2960,4398,3633,4947,4931,4100,35000825,29081,598,2894
2814,1,6363,563,357,5358,5112,4931,5160,35029980,23870,268,group_1999
3292,0,5184,4641,2005,5358,4026,364,5311,90012931,26637,154,3292
10177,1,1714,3913,1119,4974,1594,1350,252,25006734,28266,457,10177
8749,1,1354,903,4827,5345,163,3042,3151,10207855,29685,308,8749
9562,1,2657,942,3441,5358,4694,4931,1472,10061008,29657,510,group_2003
2042,0,1364,3545,4827,5358,6388,2765,6031,10223743,26679,296,2042
406,1,4297,6273,4827,5358,1043,1391,6031,40017567,28550,491,group_2005
778,0,1810,3942,4827,3273,4863,2037,6031,20017079,21997,226,778
1150,1,615,5146,4827,4145,2630,1449,3436,80044770,21688,49,group_2007
9721,1,5759,4106,3778,3340,3593,102,1564,35017745,25624,222,group_2008
2481,1,1975,6892,2452,1617,4168,1826,6031,25012819,25599,156,2481
855,0,5695,4279,3275,5358,5092,4030,2184,25017762,28644,587,855
5389,1,1214,1074,2080,4472,4869,2777,6009,35019191,20671,666,5389
8019,1,5089,5014,4723,5358,3276,4931,3788,25010485,25026,586,8019
10231,1,3902,4692,4176,5358,349,2655,3668,90009355,29416,262,10231
1344,1,4369,1907,3797,5358,5942,4931,5138,10202666,22745,6,1344
915,0,2040,7473,4827,3679,1328,1415,6031,10329126,25647,38,group_1015
9485,0,3543,5327,2653,2335,826,4239,6031,10178193,22838,306,9485
1006,1,4693,3842,3445,5358,6005,4931,263,25020034,28942,271,group_2016
6243,1,922,927,4827,5358,6388,4398,6031,10025633,26648,714,6243
3047,1,3525,1355,146,879,5534,4931,6031,25017321,23976,236,3047
9593,0,3906,3486,1375,4256,4493,840,6031,20020456,22741,667,group_2019
6679,1,2483,7473,4827,5358,3361,4931,1897,25040505,22179,91,group_106
9854,1,3405,940,4827,946,3798,1258,6031,25023616,22638,675,group_2020
4544,0,1075,6926,4827,4027,4737,4931,4987,40006533,27774,413,4544
5802,0,5873,684,2007,3034,6052,4131,68,35021409,22237,493,5802
1730,0,3121,3145,1979,642,1795,2564,6031,20021187,27633,149,1730
1864,0,878,1514,4827,68,340,756,5689,10553523,22971,41,1864
3751,1,3052,3067,1184,1913,2719,304,3652,50022559,28437,215,3751
10465,1,4446,2059,2585,5358,3126,3357,5276,25012348,24323,420,group_2026
7987,1,6008,3550,4827,4115,5491,195,5556,40016371,28824,678,group_2027
9790,1,4008,6359,4514,196,1264,3393,1216,10159573,21963,396,9790
5779,1,1225,6788,3955,4712,3534,2236,3119,40017127,22402,12,5779
9819,0,127,7473,4827,5358,6388,4219,1415,10092397,26526,104,9819
4170,0,579,5911,3710,5358,3604,2152,3329,35015077,20495,168,group_2031
6744,1,3192,518,4300,5262,6388,276,6031,35002035,20831,212,6744
2133,1,1454,3538,4827,5358,907,4931,5780,70051350,22548,695,2133
5191,1,1642,6052,4827,5358,161,4931,3970,35020119,21186,289,5191
6579,1,6186,2054,3399,2221,2917,161,4064,30003276,22888,181,group_2035
4646,0,2179,1961,572,4196,6388,4931,3971,60041768,27671,610,4646
1796,1,5228,7473,4827,5358,780,2498,6031,10264856,28711,447,1796
8858,0,6346,194,4827,5358,5066,15,4367,40022762,22448,173,8858
6429,0,220,4086,3607,4444,3048,2951,2114,10049270,22659,483,group_2039
2728,0,1747,6002,1722,5358,2316,2567,2937,25013816,24311,346,group_2040
10357,1,6373,5149,2645,4882,2189,4931,8,50028402,27056,195,group_2041
8142,1,1999,2582,4207,2705,3149,4931,6031,10078604,21887,540,group_2042
4294,0,390,4060,1323,631,6388,128,6031,30021247,24407,419,4294
3595,0,990,727,3711,3819,5076,3154,6031,35019209,21423,492,3595
6598,0,3946,1419,3389,4711,3924,4931,938,25025418,26091,538,group_2045
738,0,733,3278,3965,1195,542,664,2581,25007186,21663,637,738
2860,1,1082,4743,4827,5358,6388,471,6031,35013406,29468,533,2860
4530,1,336,3168,3562,2103,4094,1562,2536,20022586,28711,141,group_2048
10158,0,4162,969,479,5358,379,1431,6031,20010362,25530,109,group_860
161,0,3328,4582,4056,42,5791,4931,6031,35030090,28535,567,161
3446,0,2398,5859,1631,5358,4294,4931,171,80066801,28917,126,3446
5740,0,5565,4004,392,5358,3460,4931,6031,35015888,21027,681,group_725
6133,1,3117,1358,4131,1002,5101,4593,4923,25009614,20893,246,6133
6894,0,2069,7273,1326,1021,6283,4931,5442,20022028,25363,93,group_550
8765,1,3314,7355,4473,5358,760,2554,564,25001232,24301,301,group_2052
5171,0,2131,3184,1530,4774,142,4931,6031,35012230,22412,455,5171
9871,1,614,7163,497,2830,3874,827,2809,35021117,24549,544,9871
3308,1,5536,2671,1494,5358,976,4931,4816,35025514,21874,505,group_2055
10017,1,3750,3538,4827,3137,4934,2836,4487,35002186,28667,622,10017
4255,1,6182,4770,1814,1130,4775,4931,6031,25015031,21771,177,4255
9514,0,3520,1412,3621,5358,1002,2801,4975,10542737,27575,186,9514
410,0,6349,7023,4688,2301,4881,4751,7,60014355,22983,694,group_2059
2009,1,4591,7453,551,92,3155,4931,2916,10281094,22207,404,group_1420
1765,0,508,2669,2329,4387,2570,4931,4437,30023482,28623,617,1765
10097,1,3258,1321,613,5358,4926,4931,562,10260816,26823,661,10097
10572,1,1237,2805,4827,4608,5348,4931,6031,10371409,29393,563,10572
8328,1,614,7473,4827,5358,4159,4931,6031,35021117,22905,22,8328
5181,0,2652,4709,4827,192,6388,3993,1414,80045941,22870,184,5181
1071,0,4785,689,19,1648,2063,4106,6031,35019738,21352,372,group_2065
775,0,1735,4207,4322,1090,572,3069,6031,10292758,23363,464,775
10495,1,2453,4450,3042,265,3944,170,6031,20011267,22304,571,group_2067
5387,0,222,4865,3177,1432,1671,400,3641,25002228,22537,218,group_2068
10423,1,1632,3719,3474,5358,2033,4931,5518,10552434,26431,591,group_483
7065,1,4918,3140,927,5358,6388,621,1627,10135729,21195,515,7065
10232,1,3725,2988,3933,2928,4889,4931,227,20000042,28523,224,group_2070
3902,0,3660,6016,4351,5358,6096,2832,6031,25014399,26480,2,group_1568
2071,1,3500,4100,4677,5315,832,3162,6031,60054169,29116,649,2071
298,0,4835,5105,4827,5358,6059,4931,4810,25019602,23294,633,group_2072
9869,1,2075,5274,3397,3876,2338,4931,2555,25002823,28644,56,9869
7572,0,4234,4408,3211,4482,2829,1912,4346,40019085,28993,99,7572
10605,0,123,5560,4136,4001,5322,4931,6031,30020898,29104,167,group_1089
10216,1,1430,7392,1218,4754,817,4931,194,10137621,26403,577,group_2075
6172,1,1025,7473,4827,5358,1404,4931,5014,10326583,27062,107,6172
4796,1,5854,1615,4827,5094,4061,131,5355,90023960,25023,255,group_2077
10855,0,2899,6236,4166,1584,390,4483,6031,90011494,29091,174,10855
5207,0,2248,3182,2084,5358,6294,4931,6031,25001269,26563,187,group_2079
7779,1,3513,5725,3795,4751,5297,3178,402,35025976,26119,473,7779
5020,0,2431,2842,4827,5328,5049,4931,3785,25018043,26184,417,group_2081
10463,1,3488,2492,2284,4916,514,2671,4152,30000484,20610,56,group_2082
10360,1,6146,2858,2273,5358,1461,1834,6031,25029437,20503,206,10360
5718,0,5435,3201,2589,2682,4940,3914,2273,35016978,24293,266,5718
9328,1,703,1408,2910,1804,6335,3196,3584,90003189,29880,3,group_2085
5935,1,3691,379,4076,1473,2248,4847,6031,35025848,20366,580,group_2086
6294,1,6521,1077,1464,4143,3271,2354,2887,25029644,22589,290,6294
3816,1,5175,6052,4827,4397,435,935,6031,10371762,26121,466,3816
9127,1,348,1109,2588,156,3896,804,6031,60017046,24216,301,group_2089
795,0,3301,1310,1806,5358,2971,4931,4361,40015425,24326,417,795
1018,1,5750,219,2747,2063,6059,2887,6031,10597698,23875,621,group_2091
3782,1,4174,4186,2891,5358,3826,4931,5883,90022221,22143,506,3782
2908,1,4020,2293,21,2982,1893,4884,3031,80001320,27708,155,2908
2544,0,3069,2985,4827,2716,844,4931,5106,25015256,20255,354,2544
9181,1,795,5254,223,433,3512,4931,2354,40008127,20959,115,9181
246,0,1309,3641,3948,5358,6375,3683,6031,50034857,21499,273,246
6568,1,4452,3109,1894,5358,6388,1557,4507,35007850,26767,704,6568
6191,1,156,2568,4827,5161,1381,406,5242,10333289,21125,664,group_1733
10803,0,2947,6519,4827,57,6388,1514,4281,20021437,26974,502,10803
922,1,712,4867,409,4423,2991,4606,6031,35014698,20427,307,922
2600,0,1688,1863,4827,1032,6388,4110,6031,35004836,22269,145,2600
1479,0,6290,7473,4827,5358,6388,2421,3960,35016260,23528,509,1479
10127,0,4749,4342,2639,5358,324,639,1770,80007751,25271,73,10127
8846,1,1449,0,4827,5358,915,1617,6031,20015096,23941,439,group_1478
5147,0,2181,5352,4827,4030,3266,3954,6031,70021455,26181,416,5147
6411,1,284,3929,780,3838,2208,1056,6031,25003286,28212,363,6411
4249,0,6329,544,1477,1047,6112,1142,6031,90012998,25739,45,4249
6846,1,1460,3993,1229,1592,912,4931,6031,10380925,25894,0,group_2106
9584,0,2824,4130,1100,5358,2482,4113,5590,30021875,24612,46,9584
5979,0,609,945,456,531,1875,4931,611,25006096,26788,392,group_1676
958,1,5122,48,4125,5358,3528,542,5400,70027601,28732,520,958
9515,0,2560,3863,4827,184,4112,2211,1650,25017574,27387,329,group_2109
6540,0,3036,4700,4827,3786,1607,4655,6031,10168712,21180,571,6540
5796,1,4909,4915,4827,5358,2025,4931,6031,40017080,20679,377,group_1997
9784,0,2466,5407,210,4622,5495,3637,4030,10322754,29452,255,9784
